GrantNumber,DisciplineNumber
G153684,D10407
G173595,D20403
G161998,D10105
G161998,D10503
G130576,D30103
G32741,D20303
G6774,D30101
G27330,D10206
G184673,D30401
G174749,D30202
G174749,D30203
G189233,D10102
G189233,D10501
G68340,D10205
G174835,D20409
G141052,D30104
G141052,D30201
G141052,D30207
G66497,D20507
G118889,D20301
G118889,D20803
G118889,D20806
G50112,D10000
G180521,D10104
G180521,D10105
G180521,D10201
G180521,D10202
G180521,D10204
G180521,D10207
G180521,D10601
G180521,D10602
G180521,D10605
G188386,D30101
G63129,D30812
G116305,D20803
G116305,D30101
G116305,D30206
G116305,D30207
G180183,D10301
G201884,D10207
G111700,D20100
G49861,D10201
G164602,D10203
G164602,D10204
G7364,D30713
G110759,D30103
G110759,D30105
G26567,D20705
G103129,D10203
G103129,D10204
G103129,D20506
G185348,D10105
G101821,D20506
G6628,D30306
G191469,D10301
G27253,D10502
G161740,D30102
G161740,D30103
G161740,D30104
G161740,D30305
G169575,D10301
G169575,D30707
G195231,D10203
G195231,D10302
G29849,D20705
G116372,D20401
G184749,D30101
G200031,D10101
G200031,D10303
G3286,D20304
G53904,D20200
G53904,D20803
G183663,D20507
G183663,D20803
G131383,D20304
G4175,D20200
G39191,D10102
G123054,D10402
G175888,D20709
G175888,D30101
G20594,D30103
G160692,D10301
G160692,D10501
G5833,D30302
G37844,D20506
G177744,D10105
G177744,D30302
G64164,D10103
G130880,D20304
G130880,D30101
G130880,D30306
G116050,D20409
G116050,D20702
G167010,D10101
G167010,D10303
G26159,D20409
G110399,D10102
G110399,D10201
G103933,D30714
G142333,D20506
G48826,D10201
G134649,D20301
G134649,D20507
G128178,D20511
G128178,D20709
G55985,D30306
G10822,D20801
G10822,D20802
G66129,D30202
G9257,D30807
G27707,D10502
G200587,D10105
G107505,D20801
G174896,D10301
G141412,D10501
G44269,D20304
G160107,D30302
G160107,D30708
G26133,D30108
G48949,D10402
G48984,D10000
G145241,D30201
G145241,D30202
G45997,D30811
G45997,D30909
G105994,D30808
G123819,D30303
G116907,D20301
G116907,D20505
G39762,D30708
G63661,D20501
G65914,D10201
G158525,D30104
G158525,D30105
G140230,D20705
G140230,D20803
G140230,D30206
G68025,D30707
G120133,D10102
G46893,D30402
G103418,D10103
G50630,D20505
G43034,D30102
G186459,D10206
G186459,D20709
G192659,D30105
G5128,D20508
G158887,D20404
G166826,D30708
G125537,D20304
G190426,D20409
G190426,D20505
G25177,D30107
G171364,D10105
G171364,D30903
G10347,D30809
G10347,D30911
G207269,D10202
G152734,D20404
G36381,D20508
G111412,D10301
G111412,D10302
G8203,D30101
G128422,D20100
G131005,D10502
G204085,D20504
G25611,D20401
G175746,D20304
G183098,D20502
G183098,D20504
G183098,D20506
G183098,D20511
G48152,D20304
G201126,D10602
G201126,D20100
G6565,D30306
G6565,D30704
G176466,D10207
G184295,D10201
G184295,D10202
G184295,D10206
G57463,D10105
G105384,D20709
G102425,D30102
G37703,D30302
G202726,D30808
G174773,D10101
G174773,D10301
G53879,D20508
G26874,D20100
G743,D10101
G199599,D10101
G199599,D10102
G192886,D10101
G192886,D10502
G5384,D20403
G113156,D10101
G113156,D10301
G113156,D10502
G7319,D30909
G30312,D20404
G204118,D20403
G103624,D20505
G7764,D30301
G6224,D30101
G149232,D20801
G149232,D20806
G3735,D20304
G100426,D20200
G189542,D10101
G56446,D20404
G210,D10201
G52435,D20502
G164761,D30102
G164761,D30105
G164761,D30206
G164761,D30304
G198199,D20505
G6663,D30102
G6663,D30107
G2516,D20303
G153660,D20304
G153660,D20404
G37325,D20303
G123021,D20511
G123021,D20705
G206638,D20301
G206638,D30102
G122159,D20506
G117576,D10501
G42770,D10105
G179670,D20100
G189531,D30403
G118213,D20505
G198154,D30207
G205743,D10204
G205743,D10207
G139210,D10207
G1471,D10302
G165942,D10102
G165942,D10201
G53056,D10502
G51392,D20504
G393,D10302
G205579,D30708
G120907,D10603
G108499,D10202
G140560,D20803
G140560,D20804
G140560,D20806
G140560,D20809
G105545,D20506
G28952,D30704
G49408,D30105
G49408,D30302
G40469,D30302
G118283,D10105
G125164,D20404
G117062,D10201
G117062,D10301
G117062,D10404
G117062,D10407
G188464,D20401
G188464,D20403
G117022,D30206
G117022,D30207
G179451,D10105
G179451,D30708
G179451,D30905
G2381,D10205
G143197,D10403
G131077,D30102
G131077,D30103
G51088,D30104
G167641,D30101
G167641,D30102
G179544,D20404
G9474,D30105
G107844,D10403
G206826,D30104
G206826,D30205
G25415,D10404
G193662,D20506
G193662,D20511
G118732,D20100
G118732,D20503
G118732,D20705
G118732,D20802
G37546,D10102
G160018,D20409
G160018,D20705
G160018,D20706
G160018,D20802
G160018,D20803
G209547,D20304
G209547,D20505
G131965,D20100
G137480,D30108
G168728,D10105
G168728,D10607
G168728,D30302
G168728,D30407
G168728,D30905
G32481,D30302
G138805,D10301
G116544,D30717
G202570,D30303
G140039,D10101
G140039,D10501
G100708,D10102
G155960,D30201
G4127,D20704
G148812,D30107
G148812,D30201
G67124,D10102
G176450,D10203
G160,D10103
G161231,D10104
G161231,D10403
G59081,D20506
G50625,D20506
G34317,D20508
G32292,D10402
G140952,D20200
G1821,D10302
G10512,D10203
G186580,D10205
G154017,D20502
G36379,D30701
G10147,D30806
G57004,D10501
G117845,D20301
G206371,D20801
G206371,D20803
G206371,D20806
G194424,D20404
G123496,D10206
G107359,D20303
G35846,D10104
G35846,D10105
G101760,D20701
G116289,D10601
G50369,D20404
G8542,D30708
G3799,D20100
G137156,D30812
G137156,D30912
G45756,D30301
G118036,D20502
G46839,D10301
G121024,D30708
G107972,D20508
G170398,D10105
G170398,D10204
G115311,D10203
G115311,D10206
G178195,D20100
G1171,D10501
G208425,D10205
G152030,D10101
G46926,D30201
G46642,D30101
G160856,D20506
G5619,D20802
G162391,D10205
G174494,D10205
G50017,D30102
G167744,D20301
G167744,D20304
G126281,D30103
G126281,D30402
G126281,D30403
G139875,D30304
G185513,D10206
G203051,D10403
G121718,D20304
G121718,D30108
G27735,D10205
G101220,D10503
G151105,D10301
G40466,D30403
G40466,D30705
G144392,D20705
G189878,D30303
G171766,D30715
G139721,D30102
G194984,D10105
G120947,D10602
G194649,D20501
G194649,D20704
G194649,D20705
G114977,D10102
G180729,D20404
G178880,D10203
G144632,D20409
G188510,D10104
G65758,D10205
G167193,D30701
G203778,D30202
G3840,D20100
G55558,D20803
G120210,D30403
G192224,D20505
G192224,D20507
G192224,D20508
G164221,D30403
G117807,D10501
G144797,D30302
G144797,D30708
G171824,D20404
G201425,D30704
G195156,D20301
G195156,D20505
G111561,D30403
G62113,D30302
G182928,D10302
G182928,D10601
G53734,D30712
G39934,D10503
G144923,D20200
G144923,D20401
G144923,D20403
G100881,D20401
G136996,D30302
G135250,D30402
G135250,D30714
G173657,D10503
G175458,D30302
G175458,D30304
G175458,D30405
G180234,D30108
G180234,D30305
G180234,D50000
G131173,D10203
G131173,D10204
G102710,D10401
G102710,D10402
G1056,D10403
G159997,D30302
G159997,D30403
G159997,D30708
G176356,D10207
G127727,D10104
G203088,D30102
G203088,D30104
G184534,D20504
G184534,D20506
G164492,D20301
G166346,D30708
G166346,D30710
G7659,D30911
G202954,D10201
G202954,D10601
G170112,D30103
G57011,D10502
G135997,D10204
G8359,D30302
G148548,D10206
G157945,D10502
G103507,D10502
G108926,D30401
G109952,D10205
G68282,D30302
G109398,D20511
G125930,D30806
G185062,D20301
G185062,D20505
G52173,D30108
G52173,D30302
G38980,D20506
G200441,D20403
G180244,D10201
G180244,D10207
G180244,D10607
G20334,D30101
G3578,D20200
G208535,D30108
G192944,D20301
G137399,D30713
G137399,D30808
G137399,D30812
G28158,D30107
G25531,D30702
G146776,D20303
G146776,D30101
G28872,D30712
G199351,D30102
G207032,D30102
G207032,D30401
G1190,D10501
G28479,D20100
G139995,D10301
G139995,D10302
G31064,D10501
G119611,D10301
G119611,D10302
G1880,D10102
G38166,D10203
G109052,D20802
G162260,D30107
G162260,D30207
G164250,D30306
G119733,D20404
G37228,D20409
G64592,D10401
G15407,D10303
G57102,D10404
G140040,D10105
G140040,D30407
G29388,D10205
G63305,D20301
G124244,D10101
G124244,D10501
G124535,D10105
G134614,D20705
G115075,D10104
G104006,D30207
G109574,D30101
G109574,D30104
G109574,D30401
G149132,D10201
G149132,D10202
G149132,D10301
G200677,D30403
G200677,D30718
G168511,D20100
G168511,D20506
G42491,D30204
G181061,D30306
G62253,D20401
G123331,D20301
G123331,D20505
G123331,D20507
G161631,D10204
G39344,D30302
G209608,D10104
G209608,D10303
G209608,D10402
G7227,D30103
G138890,D10101
G55216,D10501
G183251,D10105
G183251,D30802
G31182,D20806
G105485,D20404
G159563,D20409
G159563,D20704
G159563,D20705
G159563,D20706
G159563,D20709
G126410,D20100
G3241,D20200
G133732,D10301
G133732,D10503
G108928,D20406
G108928,D20409
G44322,D10202
G349,D10401
G112296,D30711
G106089,D20100
G106089,D30805
G116329,D20304
G116329,D20506
G53584,D10203
G51505,D10203
G68932,D30104
G10378,D10203
G52032,D10102
G110666,D20404
G110666,D20505
G110666,D20508
G1820,D10201
G45291,D20304
G30267,D30717
G7995,D30706
G55939,D10105
G175559,D30401
G175559,D30403
G116595,D30402
G28652,D30302
G171560,D20502
G171560,D30401
G27504,D10203
G203891,D30302
G43753,D10301
G207185,D10301
G207185,D10402
G55587,D20404
G55587,D20409
G166834,D10605
G128735,D20402
G7004,D30401
G119240,D10105
G119240,D30302
G119240,D30707
G119240,D30905
G28770,D10105
G167151,D20506
G113425,D10101
G49493,D20303
G140280,D10303
G159202,D20100
G159202,D20511
G163306,D20506
G163306,D30710
G156730,D10104
G156730,D10604
G149873,D10202
G149873,D10203
G149873,D10206
G149873,D20702
G149873,D20704
G149873,D20705
G149873,D20709
G149873,D30205
G149873,D30207
G27221,D10105
G47828,D10403
G145260,D30103
G145260,D30303
G4713,D20301
G36641,D10103
G101761,D10101
G64953,D20504
G132445,D10207
G31104,D10302
G56659,D10501
G33349,D30103
G33349,D30304
G29599,D30102
G140508,D10501
G168674,D20502
G168674,D30714
G2812,D20403
G5250,D20404
G55170,D30403
G68432,D10101
G184261,D30104
G184261,D30108
G173591,D10101
G173591,D20100
G173591,D20401
G202963,D30715
G194284,D10405
G194284,D10604
G120672,D20304
G120672,D30103
G120672,D30306
G121840,D20801
G121840,D20803
G121840,D20809
G178339,D10402
G25275,D20501
G25275,D20506
G184361,D20506
G166926,D10102
G166926,D10105
G39432,D30401
G182481,D30304
G182481,D30713
G132128,D20301
G132128,D20404
G100035,D20805
G9172,D30307
G179604,D10201
G179604,D10202
G179604,D10205
G179604,D10301
G27171,D10101
G195006,D10105
G195006,D10204
G164232,D10501
G187807,D10201
G187807,D10601
G187807,D10602
G203412,D20709
G175962,D10105
G4662,D20801
G40099,D20404
G112139,D30101
G112139,D30102
G112139,D30103
G112139,D30301
G112139,D30305
G112139,D30702
G112139,D30905
G130453,D20505
G130453,D20511
G193950,D30812
G185836,D20100
G121680,D20801
G152188,D20401
G112959,D10105
G112959,D10201
G35317,D20511
G149145,D20100
G164906,D30102
G56131,D10105
G111929,D10302
G145783,D10204
G145783,D10605
G32650,D20403
G58861,D20304
G189497,D10501
G189497,D30204
G174554,D10206
G66234,D20304
G103414,D10501
G205344,D20809
G174314,D10101
G174314,D10102
G174314,D10205
G174314,D10301
G174314,D10302
G174314,D10404
G174314,D10405
G174314,D10406
G174314,D10501
G174314,D10502
G174314,D10503
G174314,D10603
G174314,D10604
G174314,D10607
G207015,D30808
G119332,D30102
G119332,D30202
G49472,D10402
G40245,D20304
G169884,D10201
G169884,D10602
G171506,D20200
G171506,D20401
G113021,D20802
G116774,D30302
G4569,D20304
G148388,D30302
G124599,D10202
G61234,D10101
G161420,D20505
G106843,D10203
G144422,D20404
G144422,D20409
G2630,D20404
G124595,D10601
G50480,D30812
G20453,D20301
G46308,D10205
G116605,D10201
G173898,D10101
G32658,D20701
G130661,D30401
G138579,D10105
G28211,D20303
G197136,D20506
G203385,D30207
G162080,D10105
G198024,D10301
G198024,D10503
G185563,D10105
G33980,D20401
G36162,D30102
G118369,D30105
G118369,D30402
G118369,D30403
G191787,D20805
G128878,D30302
G128878,D30708
G153283,D10503
G56547,D10205
G64225,D10503
G112982,D30401
G112982,D30403
G114054,D30306
G62223,D10104
G1291,D10204
G117126,D30105
G122106,D20409
G111759,D20303
G151548,D10406
G151548,D30102
G151548,D30108
G68540,D10501
G188906,D10104
G188906,D10201
G41459,D20509
G146163,D30104
G122953,D30101
G122953,D30102
G153011,D10105
G188078,D10402
G45046,D30102
G20371,D20303
G53944,D30103
G109254,D10303
G148940,D10201
G148940,D10403
G185324,D10105
G185324,D30202
G185324,D30204
G190057,D10207
G190057,D10301
G127926,D30202
G127926,D30206
G127926,D30207
G206244,D20502
G206244,D20503
G157297,D30305
G157297,D30402
G184794,D10602
G184794,D30812
G184794,D30904
G184794,D30911
G10780,D30103
G40150,D30102
G38656,D10202
G35627,D20200
G59834,D30703
G112160,D30708
G112160,D30905
G201253,D10105
G34067,D20303
G63985,D10102
G56811,D20100
G179077,D10201
G37569,D10205
G56546,D20401
G200193,D10103
G200193,D10301
G148793,D20802
G148793,D20804
G151964,D20401
G101333,D20304
G166163,D20502
G166163,D20504
G166163,D20511
G179265,D30102
G179265,D30401
G35591,D30715
G162312,D10202
G7073,D30803
G20569,D30402
G137161,D10205
G137161,D10404
G137161,D10405
G137161,D10407
G137161,D10501
G137161,D10502
G137161,D10503
G137161,D20805
G137161,D30708
G113213,D10301
G136834,D10102
G136834,D10201
G121618,D10303
G121618,D10503
G124428,D10202
G187601,D20704
G187601,D20709
G201402,D30104
G191623,D10604
G49509,D20506
G145448,D20802
G49579,D20501
G102569,D20100
G102569,D20401
G102569,D20403
G138319,D30107
G138319,D30206
G138319,D30911
G135087,D20304
G184593,D10302
G177986,D10105
G177986,D30802
G30950,D30102
G30950,D30201
G44567,D20507
G26482,D30715
G177882,D30302
G53925,D20508
G126910,D10105
G20011,D30405
G185537,D10203
G185537,D10205
G132738,D20404
G139633,D10502
G109287,D10205
G56147,D30104
G56147,D30403
G190825,D30101
G190825,D30102
G102036,D20505
G105724,D30207
G9589,D30809
G177913,D30102
G177913,D30103
G191204,D30102
G191204,D30105
G20497,D20500
G59631,D10201
G149221,D20801
G107439,D10205
G59103,D30302
G197443,D10104
G197443,D10302
G195018,D30102
G195018,D30703
G122088,D20503
G122088,D20509
G122088,D20705
G206258,D10302
G100336,D20304
G189123,D30302
G182891,D30708
G182891,D30812
G125836,D10105
G125836,D30302
G53929,D10301
G2366,D10201
G203162,D20404
G141228,D30104
G141228,D30105
G141228,D30209
G141228,D30713
G179084,D20805
G179084,D30203
G195615,D10302
G195615,D10402
G195615,D10404
G195615,D10407
G153776,D20502
G153776,D20505
G199996,D20802
G10820,D10000
G57267,D10105
G108879,D10301
G160540,D20301
G160540,D20507
G5271,D20511
G105913,D30708
G123072,D30902
G123072,D30910
G123072,D30911
G175443,D10201
G41746,D10404
G61201,D30201
G3008,D20801
G10284,D10201
G67995,D20200
G52547,D20505
G2314,D10502
G141112,D20304
G141112,D20511
G141112,D30102
G141112,D30103
G28685,D10301
G160129,D30304
G119346,D10105
G119346,D10602
G119346,D30802
G134860,D20506
G5066,D20801
G134274,D30701
G134274,D30901
G200332,D20404
G200332,D20505
G33512,D30101
G112323,D20508
G112323,D30101
G188576,D30401
G188576,D30403
G143944,D20709
G143944,D30104
G143944,D30206
G143944,D30207
G31212,D30717
G3649,D20303
G120722,D30702
G28273,D30304
G144416,D20304
G144416,D20409
G144416,D20505
G102429,D30103
G124685,D10104
G124685,D10601
G110939,D30708
G1993,D10502
G41709,D30205
G128030,D10407
G119448,D10102
G65718,D30104
G65718,D30700
G37282,D30102
G9077,D30402
G143366,D10301
G144470,D20806
G144470,D20809
G145669,D10205
G101130,D10104
G8099,D30101
G31005,D30703
G107765,D10105
G107962,D30201
G107962,D30207
G172979,D10105
G172979,D30204
G7707,D30717
G40952,D10202
G166973,D10206
G153511,D10602
G116184,D20505
G33681,D20503
G162629,D30303
G162629,D30403
G164243,D10201
G164243,D10202
G61781,D20403
G2049,D10104
G32623,D30102
G121101,D10301
G42019,D10105
G201923,D20405
G201923,D20508
G40404,D20404
G165397,D30102
G165397,D30401
G28322,D10203
G169436,D10204
G6645,D30101
G6645,D30201
G50812,D20806
G192616,D30403
G192616,D30718
G192616,D30808
G124979,D20809
G41749,D10403
G165735,D10301
G47185,D20511
G131314,D10301
G131314,D10302
G128756,D20301
G128756,D20404
G128756,D20505
G943,D10401
G120174,D30108
G146320,D20502
G146320,D20506
G113998,D10201
G43501,D20506
G148329,D20301
G148329,D30108
G30806,D30102
G109022,D30102
G116749,D20404
G174995,D10202
G174995,D10205
G36906,D10402
G5658,D20200
G49511,D20511
G109761,D10604
G128921,D10603
G39351,D20100
G144641,D20404
G118893,D20100
G127329,D20200
G49301,D20705
G2946,D20507
G64405,D20509
G134620,D20403
G56502,D10102
G163489,D10101
G163489,D10102
G163489,D10105
G163489,D10201
G163489,D10205
G163489,D30904
G163489,D30911
G175971,D10101
G130372,D30304
G130372,D30402
G116731,D20200
G5537,D20303
G25312,D20505
G116510,D20506
G57172,D20401
G154765,D30103
G154765,D30302
G7738,D30105
G7738,D30303
G5201,D20501
G5201,D20503
G6430,D30201
G121788,D10401
G167276,D20506
G167276,D30202
G118773,D20801
G118773,D20803
G118773,D20805
G34014,D30102
G124459,D10206
G158965,D30102
G9377,D30101
G161768,D10301
G101841,D20506
G118621,D20806
G101923,D20404
G67533,D10503
G46826,D30103
G183285,D30205
G183285,D30207
G186376,D20701
G186376,D20704
G55423,D30102
G168604,D10404
G181010,D20504
G181010,D20506
G181010,D20511
G192326,D20506
G108033,D20803
G171851,D10404
G183016,D10301
G183016,D10403
G3877,D20301
G146509,D20505
G137550,D20303
G137550,D20505
G196538,D20709
G196538,D30812
G8892,D30102
G127713,D20506
G127713,D20509
G200399,D20200
